"UniqueName","LocalizedNames_EN-US","LocalizedNames_ES-ES","LocalizedDescriptions_EN-US","LocalizedDescriptions_ES-ES"
"T6_ARMOR_CLOTH_SET2@1","Master's Cleric Robe","Túnica de clérigo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET2@2","Master's Cleric Robe","Túnica de clérigo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET2@3","Master's Cleric Robe","Túnica de clérigo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET2@4","Master's Cleric Robe","Túnica de clérigo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET2","Grandmaster's Cleric Robe","Túnica de clérigo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET2@1","Grandmaster's Cleric Robe","Túnica de clérigo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET2@2","Grandmaster's Cleric Robe","Túnica de clérigo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET2@3","Grandmaster's Cleric Robe","Túnica de clérigo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET2@4","Grandmaster's Cleric Robe","Túnica de clérigo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET2","Elder's Cleric Robe","Túnica de clérigo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET2@1","Elder's Cleric Robe","Túnica de clérigo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET2@2","Elder's Cleric Robe","Túnica de clérigo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET2@3","Elder's Cleric Robe","Túnica de clérigo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET2@4","Elder's Cleric Robe","Túnica de clérigo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_SHOES_CLOTH_SET2","Adept's Cleric Sandals","Sandalias de clérigo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET2@1","Adept's Cleric Sandals","Sandalias de clérigo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET2@2","Adept's Cleric Sandals","Sandalias de clérigo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET2@3","Adept's Cleric Sandals","Sandalias de clérigo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET2@4","Adept's Cleric Sandals","Sandalias de clérigo del iniciado","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET2","Expert's Cleric Sandals","Sandalias de clérigo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET2@1","Expert's Cleric Sandals","Sandalias de clérigo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET2@2","Expert's Cleric Sandals","Sandalias de clérigo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET2@3","Expert's Cleric Sandals","Sandalias de clérigo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET2@4","Expert's Cleric Sandals","Sandalias de clérigo del experto","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET2","Master's Cleric Sandals","Sandalias de clérigo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET2@1","Master's Cleric Sandals","Sandalias de clérigo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET2@2","Master's Cleric Sandals","Sandalias de clérigo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET2@3","Master's Cleric Sandals","Sandalias de clérigo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET2@4","Master's Cleric Sandals","Sandalias de clérigo del maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET2","Grandmaster's Cleric Sandals","Sandalias de clérigo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET2@1","Grandmaster's Cleric Sandals","Sandalias de clérigo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET2@2","Grandmaster's Cleric Sandals","Sandalias de clérigo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET2@3","Grandmaster's Cleric Sandals","Sandalias de clérigo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET2@4","Grandmaster's Cleric Sandals","Sandalias de clérigo del gran maestro","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET2","Elder's Cleric Sandals","Sandalias de clérigo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET2@1","Elder's Cleric Sandals","Sandalias de clérigo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET2@2","Elder's Cleric Sandals","Sandalias de clérigo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET2@3","Elder's Cleric Sandals","Sandalias de clérigo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET2@4","Elder's Cleric Sandals","Sandalias de clérigo del anciano","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_SET3","Adept's Mage Cowl","Hábito de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_SET3@1","Adept's Mage Cowl","Hábito de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_SET3@2","Adept's Mage Cowl","Hábito de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_SET3@3","Adept's Mage Cowl","Hábito de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_SET3@4","Adept's Mage Cowl","Hábito de mago del iniciado","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_SET3","Expert's Mage Cowl","Hábito de mago del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_SET3@1","Expert's Mage Cowl","Hábito de mago del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_SET3@2","Expert's Mage Cowl","Hábito de mago del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_SET3@3","Expert's Mage Cowl","Hábito de mago del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_SET3@4","Expert's Mage Cowl","Hábito de mago del experto","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_SET3","Master's Mage Cowl","Hábito de mago del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_SET3@1","Master's Mage Cowl","Hábito de mago del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_SET3@2","Master's Mage Cowl","Hábito de mago del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_SET3@3","Master's Mage Cowl","Hábito de mago del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_SET3@4","Master's Mage Cowl","Hábito de mago del maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_SET3","Grandmaster's Mage Cowl","Hábito de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_SET3@1","Grandmaster's Mage Cowl","Hábito de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_SET3@2","Grandmaster's Mage Cowl","Hábito de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_SET3@3","Grandmaster's Mage Cowl","Hábito de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_SET3@4","Grandmaster's Mage Cowl","Hábito de mago del gran maestro","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_SET3","Elder's Mage Cowl","Hábito de mago del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_SET3@1","Elder's Mage Cowl","Hábito de mago del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_SET3@2","Elder's Mage Cowl","Hábito de mago del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_SET3@3","Elder's Mage Cowl","Hábito de mago del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_SET3@4","Elder's Mage Cowl","Hábito de mago del anciano","Equipment Item","Objeto de equipo"
"T4_ARMOR_CLOTH_SET3","Adept's Mage Robe","Túnica de mago del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_SET3@1","Adept's Mage Robe","Túnica de mago del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_SET3@2","Adept's Mage Robe","Túnica de mago del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_SET3@3","Adept's Mage Robe","Túnica de mago del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_SET3@4","Adept's Mage Robe","Túnica de mago del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_SET3","Expert's Mage Robe","Túnica de mago del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_SET3@1","Expert's Mage Robe","Túnica de mago del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_SET3@2","Expert's Mage Robe","Túnica de mago del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_SET3@3","Expert's Mage Robe","Túnica de mago del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_SET3@4","Expert's Mage Robe","Túnica de mago del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET3","Master's Mage Robe","Túnica de mago del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET3@1","Master's Mage Robe","Túnica de mago del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET3@2","Master's Mage Robe","Túnica de mago del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET3@3","Master's Mage Robe","Túnica de mago del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_SET3@4","Master's Mage Robe","Túnica de mago del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET3","Grandmaster's Mage Robe","Túnica de mago del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET3@1","Grandmaster's Mage Robe","Túnica de mago del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET3@2","Grandmaster's Mage Robe","Túnica de mago del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET3@3","Grandmaster's Mage Robe","Túnica de mago del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_SET3@4","Grandmaster's Mage Robe","Túnica de mago del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET3","Elder's Mage Robe","Túnica de mago del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET3@1","Elder's Mage Robe","Túnica de mago del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET3@2","Elder's Mage Robe","Túnica de mago del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET3@3","Elder's Mage Robe","Túnica de mago del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_SET3@4","Elder's Mage Robe","Túnica de mago del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_SHOES_CLOTH_SET3","Adept's Mage Sandals","Sandalias de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET3@1","Adept's Mage Sandals","Sandalias de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET3@2","Adept's Mage Sandals","Sandalias de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET3@3","Adept's Mage Sandals","Sandalias de mago del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_SET3@4","Adept's Mage Sandals","Sandalias de mago del iniciado","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET3","Expert's Mage Sandals","Sandalias de mago del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET3@1","Expert's Mage Sandals","Sandalias de mago del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET3@2","Expert's Mage Sandals","Sandalias de mago del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET3@3","Expert's Mage Sandals","Sandalias de mago del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_SET3@4","Expert's Mage Sandals","Sandalias de mago del experto","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET3","Master's Mage Sandals","Sandalias de mago del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET3@1","Master's Mage Sandals","Sandalias de mago del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET3@2","Master's Mage Sandals","Sandalias de mago del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET3@3","Master's Mage Sandals","Sandalias de mago del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_SET3@4","Master's Mage Sandals","Sandalias de mago del maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET3","Grandmaster's Mage Sandals","Sandalias de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET3@1","Grandmaster's Mage Sandals","Sandalias de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET3@2","Grandmaster's Mage Sandals","Sandalias de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET3@3","Grandmaster's Mage Sandals","Sandalias de mago del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_SET3@4","Grandmaster's Mage Sandals","Sandalias de mago del gran maestro","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET3","Elder's Mage Sandals","Sandalias de mago del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET3@1","Elder's Mage Sandals","Sandalias de mago del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET3@2","Elder's Mage Sandals","Sandalias de mago del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET3@3","Elder's Mage Sandals","Sandalias de mago del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_SET3@4","Elder's Mage Sandals","Sandalias de mago del anciano","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_KEEPER","Adept's Druid Cowl","Hábito de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_KEEPER@1","Adept's Druid Cowl","Hábito de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_KEEPER@2","Adept's Druid Cowl","Hábito de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_KEEPER@3","Adept's Druid Cowl","Hábito de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_KEEPER@4","Adept's Druid Cowl","Hábito de druida del iniciado","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_KEEPER","Expert's Druid Cowl","Hábito de druida del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_KEEPER@1","Expert's Druid Cowl","Hábito de druida del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_KEEPER@2","Expert's Druid Cowl","Hábito de druida del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_KEEPER@3","Expert's Druid Cowl","Hábito de druida del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_KEEPER@4","Expert's Druid Cowl","Hábito de druida del experto","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_KEEPER","Master's Druid Cowl","Hábito de druida del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_KEEPER@1","Master's Druid Cowl","Hábito de druida del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_KEEPER@2","Master's Druid Cowl","Hábito de druida del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_KEEPER@3","Master's Druid Cowl","Hábito de druida del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_KEEPER@4","Master's Druid Cowl","Hábito de druida del maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_KEEPER","Grandmaster's Druid Cowl","Hábito de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_KEEPER@1","Grandmaster's Druid Cowl","Hábito de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_KEEPER@2","Grandmaster's Druid Cowl","Hábito de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_KEEPER@3","Grandmaster's Druid Cowl","Hábito de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_KEEPER@4","Grandmaster's Druid Cowl","Hábito de druida del gran maestro","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_KEEPER","Elder's Druid Cowl","Hábito de druida del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_KEEPER@1","Elder's Druid Cowl","Hábito de druida del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_KEEPER@2","Elder's Druid Cowl","Hábito de druida del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_KEEPER@3","Elder's Druid Cowl","Hábito de druida del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_KEEPER@4","Elder's Druid Cowl","Hábito de druida del anciano","Equipment Item","Objeto de equipo"
"T4_ARMOR_CLOTH_KEEPER","Adept's Druid Robe","Túnica de druida del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_KEEPER@1","Adept's Druid Robe","Túnica de druida del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_KEEPER@2","Adept's Druid Robe","Túnica de druida del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_KEEPER@3","Adept's Druid Robe","Túnica de druida del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_KEEPER@4","Adept's Druid Robe","Túnica de druida del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_KEEPER","Expert's Druid Robe","Túnica de druida del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_KEEPER@1","Expert's Druid Robe","Túnica de druida del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_KEEPER@2","Expert's Druid Robe","Túnica de druida del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_KEEPER@3","Expert's Druid Robe","Túnica de druida del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_KEEPER@4","Expert's Druid Robe","Túnica de druida del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_KEEPER","Master's Druid Robe","Túnica de druida del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_KEEPER@1","Master's Druid Robe","Túnica de druida del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_KEEPER@2","Master's Druid Robe","Túnica de druida del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_KEEPER@3","Master's Druid Robe","Túnica de druida del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_KEEPER@4","Master's Druid Robe","Túnica de druida del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_KEEPER","Grandmaster's Druid Robe","Túnica de druida del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_KEEPER@1","Grandmaster's Druid Robe","Túnica de druida del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_KEEPER@2","Grandmaster's Druid Robe","Túnica de druida del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_KEEPER@3","Grandmaster's Druid Robe","Túnica de druida del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_KEEPER@4","Grandmaster's Druid Robe","Túnica de druida del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_KEEPER","Elder's Druid Robe","Túnica de druida del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_KEEPER@1","Elder's Druid Robe","Túnica de druida del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_KEEPER@2","Elder's Druid Robe","Túnica de druida del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_KEEPER@3","Elder's Druid Robe","Túnica de druida del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_KEEPER@4","Elder's Druid Robe","Túnica de druida del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_SHOES_CLOTH_KEEPER","Adept's Druid Sandals","Sandalias de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_KEEPER@1","Adept's Druid Sandals","Sandalias de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_KEEPER@2","Adept's Druid Sandals","Sandalias de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_KEEPER@3","Adept's Druid Sandals","Sandalias de druida del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_KEEPER@4","Adept's Druid Sandals","Sandalias de druida del iniciado","Equipment Item","Objeto de equipo"
